dist|perl-5.29.4.author|perl-5.29.4.distname|perl-5.29.4.distversion|perl-5.29.4.grade
Test-CPAN-Meta-JSON|BARBIE|Test-CPAN-Meta-JSON-0.16|0.16|PASS
Test-Carp|DMUEY|Test-Carp-0.2|0.2|PASS
Test-CheckChanges|GAM|Test-CheckChanges-0.14|0.14|FAIL
Test-CheckDeps|LEONT|Test-CheckDeps-0.010|0.010|PASS
Test-CheckManifest|RENEEB|Test-CheckManifest-1.33|1.33|PASS
Test-Class|ETHER|Test-Class-0.50|0.50|PASS
Test-Class-Moose|DROLSKY|Test-Class-Moose-0.94|0.94|PASS
Test-Class-Most|OVID|Test-Class-Most-0.08|0.08|PASS
Test-ClassAPI|ETHER|Test-ClassAPI-1.07|1.07|PASS
Test-CleanNamespaces|ETHER|Test-CleanNamespaces-0.23|0.23|PASS
Test-Clustericious-Cluster|PLICEASE|Test-Clustericious-Cluster-0.38|0.38|FAIL
Test-Cmd|NEILB|Test-Cmd-1.09|1.09|PASS
Test-Command|DANBOO|Test-Command-0.11|0.11|PASS
Test-CompanionClasses|MARCEL|Test-CompanionClasses-1.101370|1.101370|PASS
Test-Compile|EGILES|Test-Compile-v1.3.0|v1.3.0|PASS
Test-ConsistentVersion|CEBJYRE|Test-ConsistentVersion-v0.3.0|v0.3.0|PASS
Test-DBIx-Class|NEWELLC|Test-DBIx-Class-0.52|0.52|PASS
Test-Data|BDFOY|Test-Data-1.242|1.242|PASS
Test-Database|BOOK|Test-Database-1.113|1.113|PASS
Test-DatabaseRow|MARKF|Test-DatabaseRow-2.04|2.04|PASS
Test-Declare|NEKOKAK|Test-Declare-0.06|0.06|FAIL
Test-Deep|RJBS|Test-Deep-1.128|1.128|PASS
Test-Deep-Fuzzy|KARUPA|Test-Deep-Fuzzy-0.01|0.01|PASS
Test-Deep-JSON|MOTEMEN|Test-Deep-JSON-0.05|0.05|PASS
Test-Deep-Type|ETHER|Test-Deep-Type-0.008|0.008|PASS
Test-Deep-UnorderedPairs|ETHER|Test-Deep-UnorderedPairs-0.006|0.006|PASS
Test-Dependencies|EHUELS|Test-Dependencies-0.23|0.23|PASS
Test-DiagINC|DAGOLDEN|Test-DiagINC-0.008|0.008|PASS
Test-Differences|DCANTRELL|Test-Differences-0.64|0.64|PASS
Test-Dir|MTHURN|Test-Dir-1.16|1.16|PASS
Test-Dirs|JKUTEJ|Test-Dirs-0.04|0.04|PASS
Test-DistManifest|ETHER|Test-DistManifest-1.014|1.014|PASS
Test-Distribution|SRSHAH|Test-Distribution-2.00|2.00|PASS
Test-EOL|ETHER|Test-EOL-2.00|2.00|PASS
Test-Easy|BELDEN|Test-Easy-1.11|1.11|PASS
Test-Email|JAMES|Test-Email-0.04|0.04|PASS
Test-Exception|EXODIST|Test-Exception-0.43|0.43|PASS
Test-Exception-LessClever|ETHER|Test-Exception-LessClever-0.009|0.009|PASS
Test-Exit|ARODLAND|Test-Exit-0.11|0.11|PASS
Test-Exports|BMORROW|Test-Exports-1|1|PASS
Test-FailWarnings|DAGOLDEN|Test-FailWarnings-0.008|0.008|PASS
Test-Fake-HTTPD|MASAKI|Test-Fake-HTTPD-0.08|0.08|PASS
Test-Fatal|RJBS|Test-Fatal-0.014|0.014|PASS
Test-File|BDFOY|Test-File-1.443|1.443|PASS
Test-File-Contents|DWHEELER|Test-File-Contents-0.23|0.23|PASS
Test-File-ShareDir|KENTNL|Test-File-ShareDir-1.001002|1.001002|PASS
Test-Filename|DAGOLDEN|Test-Filename-0.03|0.03|PASS
Test-Files|PHILCROW|Test-Files-0.14|0.14|PASS
Test-Fixme|PLICEASE|Test-Fixme-0.16|0.16|PASS
Test-Fixture-DBIC-Schema|SCHWIGON|Test-Fixture-DBIC-Schema-0.04|0.04|PASS
Test-Fork|MSCHWERN|Test-Fork-0.02|0.02|PASS
Test-HTML-Content|CORION|Test-HTML-Content-0.09|0.09|PASS
Test-HTTP-Server|NEILB|Test-HTTP-Server-0.04|0.04|PASS
Test-HTTP-Server-Simple|ALEXMV|Test-HTTP-Server-Simple-0.11|0.11|PASS
Test-HasVersion|FERREIRA|Test-HasVersion-0.014|0.014|PASS
Test-HexDifferences|STEFFENW|Test-HexDifferences-1.001|1.001|PASS
Test-HexString|PEVANS|Test-HexString-0.03|0.03|PASS
Test-Identity|PEVANS|Test-Identity-0.01|0.01|PASS
Test-InDistDir|MITHALDU|Test-InDistDir-1.112071|1.112071|PASS
Test-Inter|SBECK|Test-Inter-1.07|1.07|PASS
Test-Is|DOLMEN|Test-Is-20140823.1|20140823.1|PASS
Test-JSON|OVID|Test-JSON-0.11|0.11|PASS
Test-Kwalitee|ETHER|Test-Kwalitee-1.27|1.27|PASS
Test-Kwalitee-Extra|YAKEX|Test-Kwalitee-Extra-v0.4.0|v0.4.0|PASS
Test-LWP-UserAgent|ETHER|Test-LWP-UserAgent-0.033|0.033|PASS
Test-Lazy|RKRIMEN|Test-Lazy-0.061|0.061|PASS
Test-LeakTrace|LEEJO|Test-LeakTrace-0.16|0.16|PASS
Test-LectroTest|TMOERTEL|Test-LectroTest-0.5001|0.5001|PASS
Test-Lib|HAARG|Test-Lib-0.002|0.002|PASS
Test-Lives|ARISTOTLE|Test-Lives-1.002|1.002|PASS
Test-LoadAllModules|KITANO|Test-LoadAllModules-0.022|0.022|PASS
Test-Log-Log4perl|CLKAO|Test-Log-Log4perl-0.32|0.32|PASS
Test-LongString|RGARCIA|Test-LongString-0.17|0.17|PASS
Test-Manifest|BDFOY|Test-Manifest-2.021|2.021|PASS
Test-Map-Tube|MANWAR|Test-Map-Tube-0.48|0.48|PASS
Test-Memory-Cycle|PETDANCE|Test-Memory-Cycle-1.06|1.06|PASS
Test-MinimumVersion|RJBS|Test-MinimumVersion-0.101082|0.101082|PASS
Test-Mock-Guard|XAICRON|Test-Mock-Guard-0.10|0.10|PASS
Test-Mock-LWP|LUKEC|Test-Mock-LWP-0.08|0.08|PASS
Test-Mock-LWP-Dispatch|TADAM|Test-Mock-LWP-Dispatch-0.08|0.08|PASS
Test-Mock-Redis|JLAVALLEE|Test-Mock-Redis-0.20|0.20|PASS
Test-Mock-Time|POWERMAN|Test-Mock-Time-v0.1.7|v0.1.7|PASS
Test-MockDateTime|WKI|Test-MockDateTime-0.02|0.02|PASS
Test-MockModule|GFRANKS|Test-MockModule-v0.170.0|v0.170.0|PASS
Test-MockObject|CHROMATIC|Test-MockObject-1.20180705|1.20180705|PASS
Test-MockRandom|DAGOLDEN|Test-MockRandom-1.01|1.01|PASS
Test-MockTime|DDICK|Test-MockTime-0.17|0.17|PASS
Test-Modern|TOBYINK|Test-Modern-0.013|0.013|PASS
Test-Module-Used|TSUCCHI|Test-Module-Used-0.2.6|0.2.6|PASS
Test-Mojibake|SYP|Test-Mojibake-1.3|1.3|PASS
Test-Mojo-WithRoles|JBERGER|Test-Mojo-WithRoles-0.02|0.02|PASS
Test-Moose-More|RSRCHBOY|Test-Moose-More-0.050|0.050|PASS
Test-More-UTF8|MONS|Test-More-UTF8-0.05|0.05|PASS
Test-Most|OVID|Test-Most-0.35|0.35|PASS
Test-Needs|HAARG|Test-Needs-0.002005|0.002005|PASS
Test-NeedsDisplay|ADAMK|Test-NeedsDisplay-1.07|1.07|NA
Test-NoSmartComments|RSRCHBOY|Test-NoSmartComments-0.005|0.005|PASS
Test-NoTabs|ETHER|Test-NoTabs-2.02|2.02|PASS
Test-NoWarnings|ADAMK|Test-NoWarnings-1.04|1.04|PASS
Test-Number-Delta|DAGOLDEN|Test-Number-Delta-1.06|1.06|PASS
Test-Object|ETHER|Test-Object-0.08|0.08|PASS
Test-Output|BDFOY|Test-Output-1.031|1.031|PASS
Test-PAUSE-Permissions|SKAJI|Test-PAUSE-Permissions-0.07|0.07|PASS
Test-POE-Client-TCP|BINGOS|Test-POE-Client-TCP-1.24|1.24|PASS
Test-POE-Server-TCP|BINGOS|Test-POE-Server-TCP-1.20|1.20|PASS
Test-Perl-Critic|PETDANCE|Test-Perl-Critic-1.04|1.04|PASS
Test-Perl-Critic-Progressive|THALJEF|Test-Perl-Critic-Progressive-0.03|0.03|PASS
Test-PerlTidy|LARRYL|Test-PerlTidy-20130104|20130104|PASS
Test-Pod|ETHER|Test-Pod-1.52|1.52|PASS
Test-Pod-Content|MKUTTER|Test-Pod-Content-v0.0.6|v0.0.6|PASS
Test-Pod-Coverage|NEILB|Test-Pod-Coverage-1.10|1.10|PASS
Test-Pod-LinkCheck|APOCAL|Test-Pod-LinkCheck-0.008|0.008|PASS
Test-Pod-No404s|APOCAL|Test-Pod-No404s-0.02|0.02|PASS
Test-Pod-Spelling-CommonMistakes|APOCAL|Test-Pod-Spelling-CommonMistakes-1.001|1.001|PASS
Test-Portability-Files|ABRAXXA|Test-Portability-Files-0.09|0.09|PASS
Test-PostgreSQL|TJC|Test-PostgreSQL-1.27|1.27|PASS
Test-Prereq|BDFOY|Test-Prereq-2.002|2.002|PASS
Test-Pretty|TOKUHIROM|Test-Pretty-0.32|0.32|FAIL
Test-RDF|KJETILK|Test-RDF-1.22|1.22|PASS
Test-RedisServer|SONGMU|Test-RedisServer-0.21|0.21|PASS
Test-Refcount|PEVANS|Test-Refcount-0.08|0.08|PASS
Test-Regression|MITHALDU|Test-Regression-0.08|0.08|PASS
Test-Reporter|DAGOLDEN|Test-Reporter-1.62|1.62|PASS
Test-Reporter-Transport-Metabase|DAGOLDEN|Test-Reporter-Transport-Metabase-1.999010|1.999010|PASS
Test-Requires|TOKUHIROM|Test-Requires-0.10|0.10|PASS
Test-Requires-Git|BOOK|Test-Requires-Git-1.008|1.008|PASS
Test-RequiresInternet|MALLEN|Test-RequiresInternet-0.05|0.05|PASS
Test-Resub|KOLYA|Test-Resub-2.03|2.03|PASS
Test-Roo|DAGOLDEN|Test-Roo-1.004|1.004|PASS
Test-Routine|RJBS|Test-Routine-0.027|0.027|PASS
Test-Run|SHLOMIF|Test-Run-0.0304|0.0304|PASS
Test-Run-CmdLine|SHLOMIF|Test-Run-CmdLine-0.0131|0.0131|PASS
Test-Script|PLICEASE|Test-Script-1.25|1.25|PASS
Test-Script-Run|SUNNAVY|Test-Script-Run-0.08|0.08|PASS
Test-SharedFork|EXODIST|Test-SharedFork-0.35|0.35|PASS
Test-Signature|AUDREYT|Test-Signature-1.11|1.11|PASS
Test-Spec|AKZHAN|Test-Spec-0.54|0.54|PASS
Test-Spelling|SARTAK|Test-Spelling-0.20|0.20|PASS
Test-Strict|MANWAR|Test-Strict-0.47|0.47|PASS
Test-SubCalls|ETHER|Test-SubCalls-1.10|1.10|PASS
Test-Synopsis|ZOFFIX|Test-Synopsis-0.15|0.15|PASS
Test-Sys-Info|BURAK|Test-Sys-Info-0.21|0.21|PASS
Test-TCP|TOKUHIROM|Test-TCP-2.19|2.19|PASS
Test-TableDriven|JROCKWAY|Test-TableDriven-0.02|0.02|PASS
Test-Taint|PETDANCE|Test-Taint-1.06|1.06|PASS
Test-TempDir|ETHER|Test-TempDir-0.10|0.10|PASS
Test-TempDir-Tiny|DAGOLDEN|Test-TempDir-Tiny-0.018|0.018|PASS
Test-Time|SATOH|Test-Time-0.07|0.07|PASS
Test-Timer|JONASBN|Test-Timer-2.09|2.09|PASS
Test-TinyMocker|SUKRIA|Test-TinyMocker-0.05|0.05|PASS
Test-Toolbox|MIKO|Test-Toolbox-0.4|0.4|PASS
Test-Trap|EBHANSSEN|Test-Trap-v0.3.4|v0.3.4|PASS
Test-Type|AUBERTG|Test-Type-v1.3.0|v1.3.0|PASS
Test-Unit|MCAST|Test-Unit-0.25|0.25|FAIL
Test-Unit-Lite|DEXTER|Test-Unit-Lite-0.1202|0.1202|PASS
Test-UseAllModules|ISHIGAKI|Test-UseAllModules-0.17|0.17|PASS
Test-Vars|DROLSKY|Test-Vars-0.014|0.014|PASS
Test-Version|PLICEASE|Test-Version-2.09|2.09|PASS
Test-WWW-Mechanize|PETDANCE|Test-WWW-Mechanize-1.50|1.50|PASS
Test-WWW-Mechanize-Catalyst|JJNAPIORK|Test-WWW-Mechanize-Catalyst-0.60|0.60|PASS
Test-WWW-Mechanize-PSGI|OALDERS|Test-WWW-Mechanize-PSGI-0.38|0.38|PASS
Test-WWW-Selenium|MATTP|Test-WWW-Selenium-1.36|1.36|PASS
Test-Warn|BIGJ|Test-Warn-0.36|0.36|PASS
Test-Warnings|ETHER|Test-Warnings-0.026|0.026|PASS
Test-Without-Module|CORION|Test-Without-Module-0.20|0.20|PASS
Test-XML|SEMANTICO|Test-XML-0.08|0.08|PASS
Test-YAML|TINITA|Test-YAML-1.07|1.07|PASS
Test-YAML-Valid|JROCKWAY|Test-YAML-Valid-0.04|0.04|PASS
Test-mysqld|SONGMU|Test-mysqld-1.0012|1.0012|PASS
Test-utf8|MARKF|Test-utf8-1.01|1.01|PASS
Test2-Plugin-FauxHomeDir|PLICEASE|Test2-Plugin-FauxHomeDir-0.04|0.04|PASS
Test2-Plugin-NoWarnings|DROLSKY|Test2-Plugin-NoWarnings-0.06|0.06|PASS
Test2-Suite|EXODIST|Test2-Suite-0.000115|0.000115|PASS
Test2-Tools-Explain|PETDANCE|Test2-Tools-Explain-0.02|0.02|PASS
Test2-Tools-URL|PLICEASE|Test2-Tools-URL-0.03|0.03|PASS
Text-ANSI-Util|PERLANCAR|Text-ANSI-Util-0.22|0.22|PASS
Text-ANSI-WideUtil|PERLANCAR|Text-ANSI-WideUtil-0.22|0.22|PASS
Text-ANSITable|PERLANCAR|Text-ANSITable-0.500|0.500|PASS
Text-ASCIITable|LUNATIC|Text-ASCIITable-0.22|0.22|PASS
Text-Affixes|KAPPA|Text-Affixes-0.09|0.09|PASS
Text-Aligner|SHLOMIF|Text-Aligner-0.13|0.13|PASS
Text-Aspell|HANK|Text-Aspell-0.09|0.09|PASS
Text-Autoformat|NEILB|Text-Autoformat-1.74|1.74|PASS
Text-Brew|KCIVEY|Text-Brew-0.02|0.02|PASS
Text-CSV|ISHIGAKI|Text-CSV-1.97|1.97|PASS
Text-CSV-Encoded|ZARQUON|Text-CSV-Encoded-0.25|0.25|PASS
Text-CSV-Slurp|BABF|Text-CSV-Slurp-1.03|1.03|PASS
Text-CSV_XS|HMBRAND|Text-CSV_XS-1.37|1.37|PASS
Text-CharWidth|KUBOTA|Text-CharWidth-0.04|0.04|PASS
Text-Context|TMTM|Text-Context-3.7|3.7|PASS
Text-Context-EitherSide|TMTM|Text-Context-EitherSide-1.4|1.4|PASS
Text-Demoroniser|BARBIE|Text-Demoroniser-0.07|0.07|PASS
Text-Diff|NEILB|Text-Diff-1.45|1.45|PASS
Text-Emoticon|MIYAGAWA|Text-Emoticon-0.04|0.04|PASS
Text-FIGlet|JPIERCE|Text-FIGlet-2.19.4|2.19.4|PASS
Text-FindIndent|CHORNY|Text-FindIndent-0.11|0.11|PASS
Text-Flow|STEVAN|Text-Flow-0.01|0.01|PASS
Text-Format|SHLOMIF|Text-Format-0.61|0.61|PASS
Text-FormatTable|TREY|Text-FormatTable-1.03|1.03|PASS
Text-Fuzzy|BKB|Text-Fuzzy-0.28|0.28|PASS
Text-German|ULPFR|Text-German-0.06|0.06|PASS
Text-Glob|RCLAMP|Text-Glob-0.11|0.11|PASS
Text-Haml|VTI|Text-Haml-0.990118|0.990118|PASS
Text-Handlebars|DOY|Text-Handlebars-0.05|0.05|PASS
Text-Hogan|KAORU|Text-Hogan-1.06|1.06|PASS
Text-Hunspell|COSIMO|Text-Hunspell-2.14|2.14|PASS
Text-Iconv|MPIOTR|Text-Iconv-1.7|1.7|PASS
Text-Levenshtein|NEILB|Text-Levenshtein-0.13|0.13|PASS
Text-Levenshtein-Damerau|UGEXE|Text-Levenshtein-Damerau-0.41|0.41|PASS
Text-Levenshtein-XS|UGEXE|Text-Levenshtein-XS-0.503|0.503|PASS
Text-LevenshteinXS|JGOLDBERG|Text-LevenshteinXS-0.03|0.03|PASS
Text-Markdown|BOBTFISH|Text-Markdown-1.000031|1.000031|PASS
Text-Markdown-Discount|SEKIMURA|Text-Markdown-Discount-0.11|0.11|PASS
Text-MeCab|DMAKI|Text-MeCab-0.20016|0.20016|FAIL
Text-MicroMason|FERRENCY|Text-MicroMason-2.22|2.22|PASS
Text-MicroTemplate|KAZUHO|Text-MicroTemplate-0.24|0.24|PASS
Text-MicroTemplate-DataSection|TYPESTER|Text-MicroTemplate-DataSection-0.01|0.01|PASS
Text-MultiMarkdown|BOBTFISH|Text-MultiMarkdown-1.000035|1.000035|PASS
Text-NSP|TPEDERSE|Text-NSP-1.31|1.31|PASS
Text-Ngram|AMBS|Text-Ngram-0.15|0.15|PASS
Text-PDF|BHALLISSY|Text-PDF-0.31|0.31|PASS
Text-Password-Pronounceable|TSIBLEY|Text-Password-Pronounceable-0.30|0.30|PASS
Text-Patch|CADE|Text-Patch-1.8|1.8|PASS
Text-Pipe|MARCEL|Text-Pipe-0.10|0.10|PASS
Text-Pluralize|KVAIL|Text-Pluralize-1.1|1.1|PASS
Text-QRCode|KURIHARA|Text-QRCode-0.05|0.05|PASS
Text-Reform|CHORNY|Text-Reform-1.20|1.20|PASS
Text-Similarity|TPEDERSE|Text-Similarity-0.13|0.13|PASS
Text-SimpleTable|MRAMBERG|Text-SimpleTable-2.07|2.07|PASS
Text-SimpleTable-AutoWidth|CUB|Text-SimpleTable-AutoWidth-0.09|0.09|PASS
Text-Soundex|RJBS|Text-Soundex-3.05|3.05|PASS
Text-Sprintf-Named|SHLOMIF|Text-Sprintf-Named-0.0403|0.0403|PASS
Text-Table|SHLOMIF|Text-Table-1.133|1.133|PASS
Text-Table-Manifold|RSAVAGE|Text-Table-Manifold-1.00|1.00|PASS
Text-Table-Tiny|NEILB|Text-Table-Tiny-0.04|0.04|PASS
Text-TabularDisplay|DARREN|Text-TabularDisplay-1.38|1.38|PASS
Text-Template|MSCHOUT|Text-Template-1.53|1.53|PASS
Text-TestBase|TOKUHIROM|Text-TestBase-0.13|0.13|PASS
Text-Textile|BCHOATE|Text-Textile-2.13|2.13|PASS
Text-Transliterator|DAMI|Text-Transliterator-1.03|1.03|PASS
Text-Trim|MATTLAW|Text-Trim-1.02|1.02|PASS
Text-Truncate|ILV|Text-Truncate-1.06|1.06|PASS
Text-Unaccent|LDACHARY|Text-Unaccent-1.08|1.08|FAIL
Text-Undiacritic|WOLLMERS|Text-Undiacritic-0.07|0.07|PASS
Text-UnicodeBox|EWATERS|Text-UnicodeBox-0.03|0.03|PASS
Text-Unidecode|SBURKE|Text-Unidecode-1.30|1.30|PASS
Text-VimColor|RWSTAUNER|Text-VimColor-0.28|0.28|NA
Text-VisualWidth-PP|TOKUHIROM|Text-VisualWidth-PP-0.05|0.05|PASS
Text-WideChar-Util|PERLANCAR|Text-WideChar-Util-0.16|0.16|PASS
Text-WikiFormat|CYCLES|Text-WikiFormat-0.81|0.81|PASS
Text-Xslate|SKAJI|Text-Xslate-v3.5.6|v3.5.6|PASS
Text-Xslate-Bridge-TT2Like|DMAKI|Text-Xslate-Bridge-TT2Like-0.00010|0.00010|PASS
Text-sprintfn|PERLANCAR|Text-sprintfn-0.08|0.08|PASS
Text-vCard|LLAP|Text-vCard-3.09|3.09|PASS
Text-vFile-asData|RCLAMP|Text-vFile-asData-0.08|0.08|PASS
TheSchwartz|JFEARN|TheSchwartz-1.12|1.12|PASS
Thrift|JKING|Thrift-0.11.0|0.11.0-2|UNKNOWN
Throwable|RJBS|Throwable-0.200013|0.200013|PASS
Throwable-SugarFactory|MITHALDU|Throwable-SugarFactory-0.152700|0.152700|PASS
Throwable-X|RJBS|Throwable-X-0.007|0.007|PASS
Tickit|PEVANS|Tickit-0.65|0.65|FAIL
Tie-Array-Sorted|TMTM|Tie-Array-Sorted-1.41|1.41|PASS
Tie-Cache|CHAMAS|Tie-Cache-0.21|0.21|PASS
Tie-Cache-LRU|MSCHWERN|Tie-Cache-LRU-20150301|20150301|PASS
Tie-Cycle|BDFOY|Tie-Cycle-1.225|1.225|PASS
Tie-EncryptedHash|VIPUL|Tie-EncryptedHash-1.24|1.24|PASS
Tie-Filehandle-Preempt-Stdin|JKEENAN|Tie-Filehandle-Preempt-Stdin-0.02|0.02|PASS
Tie-Function|DAVIDNICO|Tie-Function-0.02|0.02|PASS
Tie-Handle-Offset|DAGOLDEN|Tie-Handle-Offset-0.004|0.004|PASS
Tie-Handle-Scalar|ANWILL|Tie-Handle-Scalar-0.1|0.1|PASS
Tie-Hash-Indexed|MHX|Tie-Hash-Indexed-0.05|0.05|FAIL
Tie-Hash-LRU|ZZZ|Tie-Hash-LRU-0.05|0.05|PASS
Tie-Hash-Method|YVES|Tie-Hash-Method-0.02|0.02|PASS
Tie-Hash-MultiValue|MCMAHON|Tie-Hash-MultiValue-1.05|1.05|PASS
Tie-IxHash|CHORNY|Tie-IxHash-1.23|1.23|PASS
Tie-LLHash|XAERXESS|Tie-LLHash-1.004|1.004|PASS
Tie-RefHash-Weak|NUFFIN|Tie-RefHash-Weak-0.09|0.09|PASS
Tie-Simple|HANENKAMP|Tie-Simple-1.04|1.04|PASS
Tie-ToObject|NUFFIN|Tie-ToObject-0.03|0.03|PASS
Tiffany|TOKUHIROM|Tiffany-1.01|1.01|PASS
Time-Clock|JSIRACUSA|Time-Clock-1.03|1.03|PASS
Time-Crontab|KAZEBURO|Time-Crontab-0.04|0.04|PASS
Time-Duration|NEILB|Time-Duration-1.20|1.20|PASS
Time-Duration-Parse|NEILB|Time-Duration-Parse-0.14|0.14|PASS
Time-Elapsed|BURAK|Time-Elapsed-0.32|0.32|PASS
Time-Format|ROODE|Time-Format-1.12|1.12|FAIL
Time-Moment|CHANSEN|Time-Moment-0.44|0.44|PASS
Time-Out|PATL|Time-Out-0.11|0.11|PASS
Time-ParseDate|MUIR|Time-ParseDate-2015.103|2015.103|PASS
Time-Piece-MySQL|KASEI|Time-Piece-MySQL-0.06|0.06|PASS
Time-Piece-Range|TMTM|Time-Piece-Range-1.2|1.2|PASS
Time-Progress|CADE|Time-Progress-2.12|2.12|PASS
Time-Warp|MANWAR|Time-Warp-0.54|0.54|PASS
TimeDate|GBARR|TimeDate-2.30|2.30|PASS
Tk|SREZIC|Tk-804.034|804.034|UNKNOWN
Tk-FontDialog|SREZIC|Tk-FontDialog-0.18|0.18|PASS
Tk-GBARR|SREZIC|Tk-GBARR-2.08|2.08|PASS
Tk-Pod|SREZIC|Tk-Pod-0.9943|0.9943|UNKNOWN
Tk-ToolBar|ASB|Tk-ToolBar-0.12|0.12|PASS
Tkx|GAAS|Tkx-1.09|1.09|FAIL
Tree|RSAVAGE|Tree-1.10|1.10|PASS
Tree-DAG_Node|RSAVAGE|Tree-DAG_Node-1.31|1.31|PASS
Tree-R|AJOLMA|Tree-R-0.072|0.072|PASS
Tree-Simple|RSAVAGE|Tree-Simple-1.33|1.33|PASS
Tree-Simple-VisitorFactory|RSAVAGE|Tree-Simple-VisitorFactory-0.15|0.15|PASS
Tree-Trie|AVIF|Tree-Trie-1.9|1.9|PASS
Tree-XPathEngine|MIROD|Tree-XPathEngine-0.05|0.05|FAIL
Treex-PML|CHOROBA|Treex-PML-2.24|2.24|PASS
Try-Catch|MAMOD|Try-Catch-1.1.0|1.1.0|PASS
Try-Tiny|ETHER|Try-Tiny-0.30|0.30|PASS
Try-Tiny-ByClass|MAUKE|Try-Tiny-ByClass-0.01|0.01|PASS
Try-Tiny-Retry|DAGOLDEN|Try-Tiny-Retry-0.004|0.004|PASS
TryCatch|ASH|TryCatch-1.003002|1.003002|PASS
Twiggy|MIYAGAWA|Twiggy-0.1025|0.1025|PASS
Type-EmailAddress|ANDRE|Type-EmailAddress-0.001|0.001|PASS
Type-Libraries|TOBYINK|Type-Libraries-0.002|0.002|PASS
Type-Tie|TOBYINK|Type-Tie-0.011|0.011|PASS
Type-Tiny|TOBYINK|Type-Tiny-1.004002|1.004002|PASS
Type-Tiny-Signatures|AWNCORP|Type-Tiny-Signatures-0.06|0.06|FAIL
Type-Tiny-XS|TOBYINK|Type-Tiny-XS-0.014|0.014|PASS
Types-DateTime|TOBYINK|Types-DateTime-0.002|0.002|PASS
Types-LoadableClass|TOBYINK|Types-LoadableClass-0.003|0.003|PASS
Types-Path-Tiny|DAGOLDEN|Types-Path-Tiny-0.006|0.006|PASS
Types-Serialiser|MLEHMANN|Types-Serialiser-1.0|1.0|PASS
Types-URI|TOBYINK|Types-URI-0.006|0.006|PASS
Types-UUID|TOBYINK|Types-UUID-0.004|0.004|PASS
UNIVERSAL-DOES|GFUJI|UNIVERSAL-DOES-0.005|0.005|PASS
UNIVERSAL-Object|STEVAN|UNIVERSAL-Object-0.16|0.16|PASS
UNIVERSAL-can|CHROMATIC|UNIVERSAL-can-1.20140328|1.20140328|PASS
UNIVERSAL-isa|ETHER|UNIVERSAL-isa-1.20171012|1.20171012|PASS
UNIVERSAL-moniker|KASEI|UNIVERSAL-moniker-0.08|0.08|PASS
UNIVERSAL-ref|JJORE|UNIVERSAL-ref-0.14|0.14|FAIL
UNIVERSAL-require|NEILB|UNIVERSAL-require-0.18|0.18|PASS
URI|ETHER|URI-1.74|1.74|PASS
URI-Encode|MITHUN|URI-Encode-v1.1.1|v1.1.1|PASS
URI-Escape-XS|DANKOGAI|URI-Escape-XS-0.14|0.14|PASS
URI-Fetch|NEILB|URI-Fetch-0.13|0.13|PASS
URI-Find|MSCHWERN|URI-Find-20160806|20160806|PASS
URI-Find-Simple|NEILB|URI-Find-Simple-1.06|1.06|PASS
URI-FromHash|DROLSKY|URI-FromHash-0.05|0.05|PASS
URI-NamespaceMap|KJETILK|URI-NamespaceMap-1.06|1.06|PASS
URI-Nested|DWHEELER|URI-Nested-0.10|0.10|PASS
URI-Query|GAVINC|URI-Query-0.16|0.16|PASS
URI-Template|BRICAS|URI-Template-0.24|0.24|PASS
URI-Title|BOOK|URI-Title-1.900|1.900|PASS
URI-ToDisk|ADAMK|URI-ToDisk-1.12|1.12|PASS
URI-db|DWHEELER|URI-db-0.19|0.19|PASS
URI-git|MIYAGAWA|URI-git-0.02|0.02|PASS
URI-redis|MENDEL|URI-redis-0.02|0.02|PASS
URI-tcp|JASEI|URI-tcp-2.0.0|2.0.0|PASS
URI-ws|PLICEASE|URI-ws-0.03|0.03|PASS
URL-Encode|CHANSEN|URL-Encode-0.03|0.03|PASS
URL-Encode-XS|CHANSEN|URL-Encode-XS-0.03|0.03|PASS
UUID-Random|PERLER|UUID-Random-0.04|0.04|PASS
UUID-Tiny|CAUGUSTIN|UUID-Tiny-1.04|1.04|PASS
UUID-URandom|DAGOLDEN|UUID-URandom-0.001|0.001|PASS
Ubic|MMCLERIC|Ubic-1.60|1.60|PASS
Unicode-CaseFold|ARODLAND|Unicode-CaseFold-1.01|1.01|PASS
Unicode-EastAsianWidth|AUDREYT|Unicode-EastAsianWidth-1.33|1.33|PASS
Unicode-Japanese|HIO|Unicode-Japanese-0.49|0.49|PASS
Unicode-LineBreak|NEZUMI|Unicode-LineBreak-2018.003|2018.003|PASS
Unicode-Map|MSCHWARTZ|Unicode-Map-0.112|0.112|PASS
Unicode-Map8|GAAS|Unicode-Map8-0.13|0.13|FAIL
Unicode-Regex-Set|SADAHIRO|Unicode-Regex-Set-0.04|0.04|PASS
Unicode-String|GAAS|Unicode-String-2.10|2.10|PASS
Unicode-Stringprep|CFAERBER|Unicode-Stringprep-1.105|1.105|PASS
Unicode-UTF8|CHANSEN|Unicode-UTF8-0.62|0.62|PASS
Unix-Mknod|PIRZYK|Unix-Mknod-0.04|0.04|PASS
Unix-Process|JETTERO|Unix-Process-1.3101|1.3101|PASS
Unix-Processors|WSNYDER|Unix-Processors-2.046|2.046|PASS
User|TBONE|User-1.9|1.9|PASS
User-Identity|MARKOV|User-Identity-0.99|0.99|PASS
